Name	Probability	Cycle	Input_1	Input_2	Input_3	Input_4	Input_5	Output
Test194	0.929197795	5	0 1 0 0 1	1 0 0 1 1	1 0 0 1 0	0 1 0 1 0	0 1 1 0 1	0 1 1 1 1
Test195	0.710801118	5	0 0 1 1 1	1 1 0 1 0	0 0 0 1 0	1 1 0 1 1	0 1 1 0 1	0 1 0 0 1
Test196	0.070812914	5	0 1 0 1 0	0 0 0 1 0	0 0 0 0 1	1 0 0 0 0	1 0 0 1 0	0 1 0 1 1
Test197	0.226359954	5	1 1 0 0 0	0 1 0 1 0	1 0 1 0 1	0 0 1 1 0	0 0 1 1 1	0 0 1 1 0
Test198	0.87122279	5	1 0 1 1 0	0 0 0 0 1	1 0 1 0 1	1 0 1 1 1	0 1 0 0 0	1 1 1 0 1
Test199	0.466748407	5	1 0 1 1 1	1 1 0 1 1	0 1 1 0 0	1 0 1 1 1	1 1 0 0 0	0 1 1 1 1
Test200	0.802548686	5	0 0 0 0 1	1 1 1 1 1	0 1 0 1 0	0 1 0 1 0	0 1 0 0 1	1 0 1 1 1
Test201	0.848291633	5	1 0 1 1 0	1 0 0 0 1	1 0 1 0 0	1 1 1 1 1	1 1 1 0 0	1 0 0 0 0
Test202	0.704173913	5	1 0 0 0 0	1 1 1 1 1	1 1 1 1 0	1 1 1 1 0	1 0 1 0 0	1 1 0 1 1
Test203	0.149893651	5	1 1 1 0 0	0 1 1 0 1	1 0 1 1 0	1 0 1 0 0	0 1 1 0 1	1 1 1 1 0
Test204	0.518055624	5	0 0 0 0 0	1 0 0 1 0	0 0 0 1 0	1 0 0 0 1	0 1 1 0 0	0 1 1 0 1
Test205	0.837805956	5	0 1 0 0 1	1 0 0 1 1	1 1 0 1 0	0 0 0 0 0	0 0 0 1 0	0 0 0 1 0
Test206	0.393423626	5	1 1 1 0 0	1 1 1 1 0	0 0 1 0 0	1 0 1 1 1	0 0 0 0 0	1 0 0 0 1
Test207	0.398634474	5	0 0 0 0 1	0 0 1 1 0	1 1 1 0 1	1 1 1 0 0	1 1 1 1 1	1 1 0 0 1
Test208	0.325747501	5	1 0 1 1 0	1 1 0 1 1	0 0 1 0 0	0 0 1 0 1	1 1 0 0 0	1 0 1 0 0
Test209	0.665797027	5	1 0 1 1 1	0 1 1 1 1	1 1 0 1 0	1 1 1 1 1	0 1 1 0 0	1 0 0 0 1
Test210	0.427601946	5	0 0 1 0 0	0 0 0 0 0	0 0 0 0 1	0 0 1 1 0	0 1 1 1 0	0 1 1 0 1
Test211	0.650020903	5	0 0 0 0 1	0 1 1 0 0	1 1 1 1 1	1 1 0 1 1	1 0 0 1 0	1 1 0 1 1
Test212	0.46662502	5	0 0 0 0 1	0 0 1 1 1	0 1 0 0 0	0 1 0 1 0	0 1 1 1 0	0 1 0 1 0
Test213	0.2367384	5	1 1 0 1 1	0 0 1 1 0	0 0 0 0 0	1 1 1 1 1	1 0 0 1 0	1 0 0 0 0
Test214	0.684098184	5	0 0 1 1 1	1 1 0 1 1	0 1 0 0 0	0 1 0 1 0	0 1 1 1 0	1 0 0 0 0
Test215	0.659012859	5	0 0 0 1 1	0 0 1 0 1	0 0 0 1 0	1 1 1 0 1	1 1 0 1 0	0 0 0 1 1
Test216	0.31363586	5	0 1 0 1 0	1 0 0 0 0	1 0 0 1 0	0 0 1 0 0	1 1 0 1 1	1 0 1 1 1
Test217	0.829508882	5	1 1 0 1 0	1 0 1 1 1	0 1 0 0 0	1 1 0 1 1	1 0 1 0 1	0 1 0 1 1
Test218	0.845826053	5	1 0 1 1 0	0 1 1 0 0	0 0 1 1 1	0 1 0 0 1	1 0 0 1 0	0 0 1 1 0
Test219	0.70870626	5	0 0 0 1 1	1 1 0 1 1	0 0 0 0 1	1 1 1 0 1	1 0 0 1 0	1 0 1 1 0
Test220	0.67821807	5	1 1 0 0 0	1 1 1 1 1	1 1 0 1 0	0 0 0 1 1	1 0 1 1 1	0 1 0 0 1
Test221	0.717033795	5	0 1 0 0 1	0 0 0 0 0	1 0 1 1 0	0 0 1 0 0	1 0 0 1 1	0 1 0 0 0
Test222	0.789117001	5	1 1 0 0 1	0 0 1 0 1	1 0 0 0 1	0 1 1 1 0	1 0 0 0 0	1 0 0 1 1
Test223	0.322122781	5	0 0 0 1 1	0 0 0 1 1	0 1 1 0 0	0 0 1 1 1	1 0 0 0 0	1 1 0 1 1
Test224	0.373165991	5	0 1 1 0 1	1 1 0 0 0	1 0 1 1 1	0 0 0 0 0	1 1 1 1 1	1 1 1 0 1
Test225	0.732387953	5	1 0 1 1 0	1 0 1 1 0	0 1 1 1 0	0 1 0 1 1	0 0 0 1 1	0 0 1 1 0
Test226	0.688798756	5	0 0 1 1 0	0 0 0 0 0	1 0 1 0 1	0 1 0 0 1	1 0 1 1 1	0 1 1 0 1
Test227	0.533140415	5	0 1 0 1 1	1 1 0 1 1	0 1 0 1 0	0 1 0 1 1	1 0 1 1 1	0 0 1 1 0
Test228	0.196773199	5	1 0 0 1 1	1 0 1 0 1	0 0 1 0 1	0 1 0 0 1	0 0 0 0 0	0 1 0 1 0
Test229	0.771940837	5	1 0 0 1 0	0 1 1 1 0	0 0 0 0 0	1 0 1 0 1	0 0 1 1 0	0 1 1 1 1
Test230	0.971374737	5	1 0 0 1 0	1 1 1 1 1	1 1 1 0 1	1 1 1 0 1	0 0 1 1 0	0 1 0 1 1
Test231	0.914376475	5	0 0 1 0 0	1 0 0 1 1	1 1 1 1 0	1 1 1 1 1	0 0 0 1 0	1 0 1 0 0
Test232	0.866612696	5	1 1 0 0 1	1 1 0 0 0	1 1 1 0 0	0 1 0 0 1	0 1 1 0 0	1 1 0 0 0
Test233	0.100976161	5	1 1 0 1 0	0 1 1 0 0	1 0 0 1 0	0 1 0 0 0	0 1 0 0 1	0 0 1 0 1
Test234	0.952142972	5	1 1 1 1 0	0 1 0 0 0	0 0 1 1 0	1 0 1 0 1	0 0 1 1 1	0 0 0 1 0
Test235	0.305108884	5	0 1 1 1 0	0 1 0 1 1	0 0 0 1 0	1 1 0 1 0	0 0 0 0 1	1 1 1 0 0
Test236	0.240879343	5	0 1 1 0 0	0 1 0 0 0	1 1 1 1 1	1 1 1 0 1	0 1 1 0 1	0 1 0 1 1
Test237	0.813049519	5	1 1 0 1 1	1 0 1 1 1	1 0 0 1 0	0 1 1 1 0	1 0 1 1 0	0 0 1 1 0
Test238	0.163308968	5	0 1 0 1 0	0 1 1 0 1	1 0 1 0 0	1 1 0 1 0	0 1 1 0 0	0 0 1 0 1
Test239	0.693336507	5	1 1 1 0 1	1 1 0 1 0	0 0 0 1 0	0 0 0 1 0	0 0 0 0 0	0 0 1 1 1
Test240	0.14810766	5	1 1 1 1 0	0 0 1 0 0	0 1 0 0 0	1 0 0 1 1	1 1 0 0 1	1 1 0 0 0
Test241	0.060503042	5	1 0 0 1 0	1 1 0 0 1	0 0 0 1 0	1 1 0 1 1	1 0 0 0 0	0 0 0 1 0
Test242	0.069455924	5	0 0 0 1 1	1 1 0 1 0	0 0 0 0 1	1 1 1 0 0	0 0 1 1 1	0 0 0 1 1
Test243	0.522441822	5	1 1 0 1 0	1 1 1 1 0	1 1 0 1 0	0 0 0 1 0	0 0 1 0 1	1 1 0 0 1
Test244	0.126418596	5	0 1 1 1 0	0 0 0 0 0	1 1 1 0 0	0 1 1 0 0	0 0 0 1 0	1 1 1 0 0
Test245	0.746753608	5	0 0 0 1 1	1 1 1 1 0	0 1 0 1 1	0 1 1 0 0	1 1 0 1 1	0 0 0 0 1
Test246	0.456204653	5	1 0 0 1 0	1 0 1 1 0	0 0 0 1 1	1 1 1 1 0	0 0 1 1 1	1 1 1 1 0
Test247	0.157718147	5	1 1 1 0 0	0 0 0 0 1	0 1 0 1 0	0 0 0 1 0	0 0 0 0 0	1 0 1 0 1
Test248	0.265750562	5	1 0 0 1 0	1 1 0 1 1	1 0 0 0 0	0 0 0 1 1	0 0 0 0 1	1 1 0 1 1
Test249	0.984222589	5	0 1 0 0 1	1 1 1 1 1	0 1 0 0 1	0 0 1 1 0	0 1 0 0 1	1 0 0 0 0
Test250	0.468085055	5	1 1 0 0 1	0 1 0 1 0	0 1 1 1 0	1 1 1 0 1	0 1 1 1 0	0 1 1 1 0
Test251	0.196360082	5	1 1 0 0 0	0 1 0 0 1	1 1 0 1 1	1 1 1 1 1	0 1 0 0 1	1 1 1 0 0
Test252	0.676503837	5	1 0 1 1 0	1 1 0 0 0	0 1 0 1 0	1 0 1 0 1	1 1 0 0 1	0 1 0 0 0
Test253	0.401076512	5	1 0 0 0 1	0 0 0 0 0	0 1 0 0 0	1 0 0 1 1	1 1 0 0 1	1 0 0 1 1
Test254	0.773195457	5	0 1 0 1 1	0 0 1 1 0	1 1 1 1 1	1 0 1 1 1	0 1 1 1 1	0 1 0 1 0
Test255	0.512276518	5	0 0 1 0 0	1 1 1 1 1	1 0 1 1 1	0 1 1 0 1	0 0 1 1 1	0 0 1 1 0
Test256	0.226901189	5	1 1 0 0 0	0 1 1 0 1	0 1 1 1 1	1 0 0 1 0	1 1 1 0 0	1 0 1 0 0
Test257	0.407724561	5	1 1 0 0 1	1 0 1 0 0	1 0 0 1 0	1 0 1 1 1	1 1 0 0 0	1 0 0 0 0
Test258	0.524615278	5	1 1 0 1 1	0 0 0 0 0	0 0 1 1 1	0 0 1 0 1	1 1 1 1 0	0 0 1 1 1
Test259	0.692540888	5	1 0 0 0 0	1 0 0 1 0	0 1 0 0 1	0 1 0 1 0	0 0 0 1 0	0 0 0 1 1
Test260	0.443866325	5	0 0 1 1 1	0 0 1 0 1	0 0 1 0 0	1 1 0 1 1	1 0 0 1 1	0 1 1 1 0
Test261	0.411348892	5	1 1 0 0 0	1 0 1 0 1	1 1 1 1 1	0 1 1 0 0	1 1 0 1 1	0 0 1 0 1
Test262	0.423816646	5	1 0 0 1 1	1 0 1 1 0	1 1 1 1 1	1 0 1 0 1	1 0 1 1 0	1 1 0 0 1
Test263	0.717804141	5	0 1 0 0 1	1 1 1 1 1	1 0 0 1 1	0 1 1 1 0	1 0 1 1 1	1 1 1 0 0
Test264	0.514196272	5	0 1 0 1 1	1 1 1 0 0	1 1 0 1 0	0 1 0 1 0	0 0 0 1 0	0 0 1 0 1
Test265	0.451676615	5	1 0 1 1 1	1 0 1 1 0	1 1 0 1 1	0 1 1 1 1	0 0 1 1 1	1 0 0 1 0
Test266	0.939233102	5	1 1 0 1 0	1 0 0 0 0	1 1 1 1 0	0 1 0 1 0	1 0 1 0 1	0 1 0 1 1
Test267	0.114666928	5	0 1 0 0 0	1 0 1 0 0	0 1 0 1 0	0 0 1 1 0	1 1 0 0 0	0 1 0 0 0
Test268	0.813823182	5	1 0 0 0 0	0 0 0 1 0	0 0 1 1 1	1 1 1 0 1	1 1 0 0 1	1 0 0 0 1
Test269	0.009904315	5	1 1 1 0 0	1 0 1 0 1	0 0 1 0 1	1 1 0 0 0	0 1 1 1 0	1 1 0 1 0
Test270	0.176572923	5	0 1 1 1 1	1 1 1 0 0	0 1 1 0 1	0 1 1 1 0	1 1 0 0 1	0 1 0 0 1
Test271	0.098429102	5	0 0 1 0 0	0 0 1 0 1	1 1 0 1 1	1 0 0 1 0	0 0 0 1 1	0 1 0 1 1
Test272	0.604773891	5	1 0 1 1 1	1 1 0 1 0	1 1 1 0 1	0 0 1 0 1	0 1 1 0 0	1 1 0 0 1
Test273	0.413537885	5	0 0 1 0 0	0 0 0 1 1	0 1 0 1 1	1 1 1 0 0	0 1 1 0 1	1 1 1 0 1
Test274	0.488899248	5	0 0 0 1 0	0 1 0 0 1	1 0 1 1 1	0 1 0 1 0	1 1 1 0 1	0 1 0 1 1
Test275	0.078620504	5	1 0 1 1 1	1 0 0 0 1	0 1 1 1 0	1 1 0 1 1	1 0 1 1 0	0 0 1 0 1
Test276	0.683815689	5	0 1 0 0 0	1 1 0 0 0	0 1 1 1 1	0 1 1 0 0	0 1 1 1 0	1 1 1 0 1
Test277	0.623906236	5	0 1 0 1 0	1 1 1 0 0	1 0 1 0 1	0 1 1 0 1	1 0 0 1 1	1 1 1 0 1
Test278	0.813275974	5	0 0 1 0 0	0 1 0 1 1	1 1 0 0 0	0 1 0 0 1	1 0 1 0 0	0 1 0 1 0
Test279	0.044102007	5	1 1 1 1 0	1 0 0 0 0	1 1 1 0 0	1 1 0 1 0	0 0 1 1 1	0 1 1 1 1
Test280	0.120344347	5	0 1 1 0 1	1 0 0 1 0	0 1 1 0 1	0 1 0 1 0	1 1 1 1 1	0 0 1 1 1
Test281	0.360946511	5	0 0 1 0 1	0 0 1 1 0	0 1 0 1 1	1 1 0 0 0	1 0 0 0 1	0 0 0 0 1
Test282	0.379415675	5	1 0 1 0 0	1 1 0 0 1	0 1 0 0 0	1 1 1 1 1	0 0 1 1 0	1 1 1 0 0
Test283	0.904684475	5	0 0 0 0 1	0 0 1 1 0	1 0 1 0 0	0 0 1 1 0	1 0 1 0 0	0 0 0 0 1
Test284	0.2420028	5	0 1 0 1 0	1 1 0 0 1	0 0 0 1 1	1 1 1 0 0	1 1 0 0 0	1 0 1 0 0
Test285	0.174593246	5	0 1 1 0 1	0 1 1 0 0	0 1 0 0 1	1 0 1 0 0	1 1 1 1 0	0 0 0 1 0
Test286	0.220347215	5	1 1 1 0 0	1 0 0 1 0	0 1 1 0 1	0 1 1 0 0	0 1 1 1 1	0 0 0 0 0
Test287	0.278864321	5	1 0 1 1 0	1 1 0 0 0	1 1 1 1 0	1 0 1 0 1	1 0 1 1 0	1 0 0 1 1
Test288	0.840739319	5	1 1 1 0 1	1 0 0 0 0	0 0 0 0 1	0 1 0 0 1	0 1 1 0 0	0 1 0 0 1
Test289	0.83512596	5	0 1 1 1 1	0 1 1 1 1	1 0 0 1 1	0 1 0 1 1	1 0 0 1 1	0 1 0 1 1
Test290	0.322494481	5	1 0 1 0 0	1 0 1 1 1	1 0 1 0 1	1 0 0 1 1	1 1 1 0 0	1 1 0 0 1
Test291	0.511678993	5	1 1 1 1 0	1 1 1 1 1	1 0 0 0 0	0 1 1 0 0	0 1 0 0 0	1 0 1 0 1
Test292	0.430973023	5	1 1 0 1 1	0 0 0 0 1	1 1 1 1 0	1 0 0 0 1	0 1 0 0 0	1 1 1 0 1
Test293	0.414571822	5	0 0 1 1 0	0 1 1 0 1	0 1 1 0 0	1 1 1 1 1	0 0 1 1 1	1 1 1 1 1
Test294	0.950844154	5	1 1 1 0 1	1 1 1 1 1	0 0 0 0 1	0 0 0 0 1	1 0 1 0 0	1 0 1 1 0
Test295	0.906529603	5	1 0 0 0 0	0 1 0 0 1	1 1 0 0 0	1 1 0 0 0	0 1 0 0 0	1 0 0 0 1
Test296	0.112917513	5	1 0 1 0 0	1 0 1 0 1	1 1 1 0 1	0 1 0 1 1	0 1 1 1 1	1 1 0 0 0
Test297	0.081253831	5	1 1 0 0 0	0 1 1 0 1	0 0 1 1 1	0 0 1 0 1	0 0 1 1 0	1 0 0 0 1
Test298	0.539216061	5	1 1 1 0 1	0 0 0 1 0	1 1 0 1 0	1 0 0 1 0	0 1 1 1 0	1 1 0 0 1
Test299	0.501096827	5	1 0 0 0 1	0 0 1 0 1	1 0 1 1 0	1 0 1 0 0	1 0 0 1 0	0 0 1 0 0
Test300	0.132320149	5	0 1 0 1 0	1 0 0 0 0	0 0 1 1 0	1 0 1 0 1	0 0 1 0 0	0 1 1 0 1
Test301	0.693491566	5	1 0 1 1 0	0 1 0 0 1	1 1 1 1 1	1 0 1 1 0	1 0 0 1 0	0 0 1 0 0
Test302	0.170189403	5	0 0 0 1 0	0 1 1 1 0	0 0 0 1 0	1 1 1 1 0	0 0 0 0 1	1 0 0 0 1
Test303	0.164599441	5	0 0 0 1 1	0 0 1 0 1	0 1 0 1 0	0 1 1 0 0	1 1 0 0 0	1 1 0 0 0
Test304	0.479684449	5	0 0 0 0 0	1 1 0 0 0	1 0 1 0 0	1 1 0 0 0	1 0 0 1 1	0 0 1 1 1
Test305	0.973943555	5	0 0 1 0 0	1 1 1 0 1	1 0 0 1 1	1 1 0 0 0	1 1 1 1 1	0 1 1 0 1
Test306	0.879553377	5	1 0 1 0 0	1 1 0 1 1	0 0 0 0 1	1 1 0 1 1	1 1 1 0 0	0 1 0 0 1
Test307	0.060703146	5	0 0 0 1 0	1 1 1 0 0	0 1 0 0 1	1 0 1 1 1	1 1 1 0 0	1 1 1 0 0
Test308	0.747263379	5	0 1 0 0 1	0 0 1 1 1	1 1 0 1 0	1 1 1 1 1	1 1 1 1 1	1 0 1 0 0
Test309	0.681141969	5	1 1 0 1 1	1 0 1 1 1	1 1 1 0 0	1 1 0 1 1	1 1 1 1 1	1 0 1 0 0
Test310	0.927841704	5	0 0 0 0 0	1 1 1 0 0	1 1 1 1 0	0 0 1 0 0	1 0 1 1 0	1 0 0 0 0
Test311	0.003595346	5	0 0 0 0 0	1 0 0 0 1	0 1 1 0 0	0 1 0 0 0	0 1 0 1 1	1 1 1 1 0
Test312	0.769368351	5	0 1 1 0 1	1 1 1 0 0	1 1 1 0 1	0 0 0 1 0	1 0 1 1 0	1 1 0 0 0
Test313	0.652544276	5	1 0 1 1 0	0 0 0 1 1	0 0 1 1 0	0 1 1 0 0	0 0 1 1 0	1 1 0 0 1
Test314	0.094127388	5	1 1 1 0 0	0 1 1 0 1	1 0 0 1 0	1 1 1 1 1	1 1 0 1 1	0 0 1 1 1
Test315	0.008747518	5	0 0 1 0 0	0 1 1 1 0	1 1 0 0 1	1 0 1 0 1	0 0 0 0 1	0 0 1 1 1
Test316	0.667143411	5	0 1 1 0 1	0 0 0 0 1	0 1 0 0 1	0 0 1 1 1	0 1 1 0 1	0 1 1 1 1
Test317	0.944032212	5	1 0 0 1 0	1 1 1 1 1	0 1 1 0 0	1 1 1 0 1	0 0 0 1 0	1 1 1 1 0
Test318	0.189912081	5	1 1 1 1 0	0 1 0 1 0	0 1 0 1 0	1 1 0 1 0	0 1 1 0 1	0 1 0 0 1
Test319	0.174306887	5	0 0 1 0 1	1 1 1 0 1	1 1 1 1 0	0 0 0 1 1	0 1 1 0 0	0 1 0 0 1
Test320	0.898600898	5	1 1 0 1 1	0 1 1 0 0	0 0 0 1 1	1 1 0 0 1	0 1 0 1 1	0 0 1 1 0
Test321	0.683446265	5	0 1 1 0 1	1 1 1 0 0	1 1 1 1 1	0 0 0 0 0	1 1 1 1 0	1 0 0 0 0
Test322	0.791398191	5	0 0 1 0 1	1 0 1 0 1	1 1 0 0 0	1 1 1 1 0	1 0 0 0 0	0 0 1 1 0
Test323	0.568743974	5	1 0 0 0 1	1 0 0 0 0	1 1 1 1 0	0 1 1 0 0	1 0 1 1 1	0 0 1 0 0
Test324	0.395828219	5	0 1 1 1 0	1 1 1 0 1	0 0 1 1 1	1 0 0 1 0	0 0 0 1 1	0 0 1 0 1
Test325	0.418643003	5	0 1 1 1 1	0 1 0 0 0	0 1 1 0 1	1 0 0 0 0	0 0 1 1 1	1 1 1 0 1
Test326	0.153733804	5	0 1 0 1 0	0 1 1 0 0	0 0 1 0 1	1 1 0 1 1	0 0 0 0 1	1 1 0 0 1
Test327	0.809692258	5	1 1 1 1 1	1 0 0 1 0	1 1 0 1 0	0 0 0 0 1	0 0 1 0 0	1 0 0 1 0
Test328	0.926618438	5	0 1 0 1 0	0 1 0 0 1	0 0 0 1 0	0 1 1 0 1	1 1 0 1 1	1 0 1 1 1
Test329	0.850556026	5	0 1 1 0 1	0 1 0 0 1	0 0 0 1 1	1 0 0 1 0	0 1 0 0 1	1 1 1 0 0
Test330	0.34035865	5	0 0 1 1 0	1 1 1 0 1	1 0 0 1 1	1 0 1 1 0	1 0 1 0 0	0 1 0 1 0
Test331	0.16222238	5	1 1 1 0 0	1 1 0 0 1	0 0 0 1 1	1 1 1 1 0	0 0 0 0 1	1 1 0 0 1
Test332	0.193809236	5	0 1 0 0 0	0 0 0 1 1	0 0 1 1 1	1 1 1 1 0	0 0 0 1 1	1 0 0 0 1
Test333	0.240489147	5	1 1 0 0 1	0 1 0 0 1	1 0 1 1 1	1 1 0 0 1	0 0 1 0 0	1 1 0 1 0
Test334	0.454882455	5	0 0 1 0 1	1 0 0 1 1	0 0 1 0 1	0 1 0 0 0	1 0 0 1 1	0 1 0 0 0
Test335	0.938887596	5	1 0 1 0 1	0 1 1 1 1	0 1 1 0 0	0 1 0 0 0	0 0 0 0 1	1 1 1 1 1
Test336	0.325529115	5	1 1 1 0 1	0 0 0 1 0	0 0 0 1 0	1 1 1 1 0	1 1 1 1 0	1 1 1 0 1
Test337	0.888438757	5	1 1 1 1 1	0 1 1 1 1	1 0 0 1 1	0 1 0 0 1	1 0 1 0 0	1 1 1 1 0
Test338	0.858440693	5	1 0 0 0 1	0 0 1 1 1	1 0 0 1 0	0 0 0 1 1	1 1 1 0 0	1 1 0 1 1
Test339	0.653253804	5	1 1 1 1 1	1 1 0 0 0	0 0 0 0 1	0 1 0 1 0	0 1 1 1 1	0 0 0 1 1
Test340	0.792366221	5	1 1 1 1 1	1 0 1 1 1	0 1 1 1 0	0 1 1 1 1	1 1 1 1 1	1 0 1 1 0
Test341	0.974474848	5	0 1 0 0 1	0 1 0 0 1	0 0 0 1 0	0 0 0 1 0	0 1 1 0 1	0 1 1 0 1
Test342	0.93100591	5	0 1 0 0 0	0 1 0 1 1	0 1 1 1 0	0 0 0 0 0	1 0 1 0 1	1 1 0 0 0
Test343	0.403385105	5	1 0 1 1 0	0 0 0 0 0	0 1 0 0 0	1 1 0 1 0	0 1 0 0 0	0 1 1 0 0
Test344	0.302651926	5	1 0 1 0 1	1 1 1 1 1	0 0 1 1 1	1 1 0 1 0	0 1 1 0 0	1 1 0 1 1
Test345	0.652617271	5	0 1 1 0 0	0 1 0 1 0	0 0 0 0 0	0 1 0 0 1	0 1 0 1 1	0 0 1 0 0
Test346	0.160581272	5	0 0 1 1 1	0 0 1 0 0	1 0 0 0 0	1 0 0 0 0	1 0 1 1 1	1 0 1 0 0
Test347	0.271011137	5	0 1 1 1 1	1 0 1 1 0	0 0 0 0 1	1 1 0 0 0	0 0 0 0 1	0 0 0 0 1
Test348	0.011606506	5	0 1 0 0 1	1 0 0 1 0	0 1 0 1 1	0 0 0 1 0	0 0 1 1 1	1 0 1 0 1
Test349	0.096927467	5	0 1 0 1 0	1 1 1 1 0	1 0 1 1 0	1 0 1 1 0	1 1 0 0 0	0 1 1 0 0
Test350	0.371046752	5	1 0 0 1 1	0 0 1 0 1	0 0 0 0 1	0 1 1 1 1	1 1 0 1 1	0 0 0 1 1
Test351	0.069046922	5	1 1 0 0 0	1 0 0 0 1	1 1 0 1 0	0 1 0 1 0	1 0 1 1 0	0 1 1 1 1
Test352	0.354786563	5	1 0 1 1 1	1 0 1 1 1	1 1 0 0 0	1 1 0 0 0	0 0 1 0 0	0 0 1 0 0
Test353	0.058312355	5	0 1 0 0 0	0 1 1 0 1	1 0 0 0 1	1 0 1 1 0	0 1 1 0 0	0 1 1 1 0
Test354	0.912523673	5	0 1 1 0 1	1 1 1 1 0	0 1 1 0 0	0 0 0 0 1	0 1 1 0 1	1 0 0 1 1
Test355	0.534754409	5	0 0 0 1 0	1 0 0 0 1	1 1 0 0 0	1 1 0 1 0	1 1 0 0 0	0 1 0 0 1
Test356	0.222407753	5	1 0 0 1 1	0 1 0 0 1	1 1 0 0 1	1 0 1 1 0	0 1 0 1 0	1 1 1 1 1
Test357	0.612016909	5	0 1 1 0 0	0 0 0 1 1	1 1 1 1 1	0 0 0 1 0	1 0 1 1 0	0 0 1 0 0
Test358	0.649173274	5	1 1 0 1 0	1 0 1 0 0	1 0 1 1 1	0 1 1 0 1	0 0 1 1 1	1 0 0 1 1
Test359	0.768544596	5	1 0 0 1 1	1 0 0 1 1	0 1 1 1 1	1 1 0 1 1	0 1 0 0 0	1 1 1 0 0
Test360	0.6895557	5	1 1 0 1 0	1 0 0 0 0	0 1 1 0 1	1 1 1 0 0	0 0 0 0 0	1 1 0 1 1
Test361	0.280531256	5	0 0 1 1 0	0 1 1 1 0	1 0 1 0 1	1 0 1 0 1	0 0 0 0 1	0 1 0 0 1
Test362	0.289555672	5	1 1 0 1 0	1 1 0 0 1	0 0 0 1 1	0 0 0 0 1	1 1 1 1 1	1 1 1 1 0
Test363	0.939169134	5	1 1 0 1 0	0 1 1 1 0	1 0 0 1 0	1 1 0 1 0	1 0 1 0 0	0 1 0 0 0
Test364	0.059261008	5	0 0 1 1 0	0 1 1 1 0	1 1 0 1 1	1 0 1 1 0	1 1 0 0 1	1 1 1 0 0
Test365	0.562260679	5	1 1 1 1 1	0 0 1 1 0	1 1 0 0 0	1 0 1 0 1	1 1 1 0 0	0 1 0 0 0
Test366	0.075632302	5	1 1 1 0 0	0 1 1 0 1	1 0 0 1 0	0 0 1 0 0	0 0 0 0 1	0 0 1 1 0
Test367	0.851210949	5	1 0 1 1 1	0 0 1 1 1	1 1 1 1 0	1 1 1 1 1	1 0 1 1 1	0 0 1 1 0
Test368	0.769924677	5	1 1 0 1 0	0 0 0 1 1	1 0 1 1 1	1 0 0 0 1	0 0 0 1 0	1 1 1 0 1
Test369	0.753948845	5	1 0 0 0 0	0 0 0 1 0	1 1 0 0 0	0 0 0 1 0	0 1 0 0 0	0 0 0 0 0
Test370	0.115600129	5	0 0 0 0 0	1 0 1 0 0	0 1 1 1 0	1 1 1 1 0	1 0 0 1 1	1 0 1 1 1
Test371	0.069968413	5	0 1 0 1 0	0 0 0 1 1	0 0 0 0 1	1 0 1 1 1	1 1 1 1 0	0 0 0 0 1
Test372	0.149864573	5	1 0 0 0 1	0 0 1 0 0	1 1 1 1 1	1 0 0 1 0	1 0 1 1 0	0 1 1 1 0
Test373	0.547039281	5	1 1 0 0 1	0 0 1 1 1	0 1 0 1 0	0 0 0 1 1	0 0 0 1 1	1 0 1 0 0
Test374	0.343755364	5	1 1 1 1 1	0 1 1 1 0	1 1 0 0 0	0 1 1 1 1	0 1 0 1 1	0 1 1 0 1
Test375	0.582438126	5	1 0 0 1 1	0 1 0 0 0	0 0 1 1 0	0 0 0 1 1	0 1 0 1 1	1 0 1 0 1
Test376	0.606759656	5	0 1 1 0 1	1 1 1 1 0	1 1 0 0 1	0 0 0 0 0	0 0 1 1 0	0 1 1 0 0
Test377	0.496497701	5	0 1 0 1 1	1 1 0 0 0	0 0 1 1 0	0 0 0 0 1	1 1 1 0 0	0 1 0 0 0
Test378	0.759090051	5	0 0 1 0 1	1 1 0 0 0	1 0 1 0 0	1 1 0 0 0	0 0 0 0 0	1 0 0 0 1
Test379	0.6276277	5	0 0 1 0 0	1 1 1 1 1	0 0 1 1 1	0 0 1 1 0	0 0 0 0 1	1 1 0 1 1
Test380	0.683819979	5	1 0 1 0 0	0 0 0 1 0	1 1 1 0 0	1 0 0 1 1	0 1 0 0 1	1 0 0 0 0
Test381	0.344952286	5	1 1 1 1 1	0 1 1 1 0	0 0 0 0 0	0 1 1 1 0	1 1 0 1 1	0 0 1 0 0
Test382	0.568699605	5	1 1 0 0 0	1 1 1 0 0	1 1 1 1 1	1 1 0 0 0	1 1 0 1 0	1 1 0 0 1
Test383	0.26443856	5	1 1 1 1 0	0 0 1 1 0	1 0 0 0 1	0 0 1 0 1	1 1 0 0 1	1 0 1 0 1
Test384	0.943053883	5	1 1 0 1 1	0 0 0 0 1	0 0 0 1 1	0 1 0 0 1	0 1 0 0 0	1 1 0 0 0
Test385	0.595526238	5	0 0 0 1 1	0 1 0 1 1	0 1 1 0 0	0 1 0 1 0	1 0 1 0 0	1 1 0 1 0
Test386	0.41181237	5	1 1 1 0 0	0 0 1 0 0	1 1 1 0 1	0 1 1 0 0	0 1 0 1 1	0 0 0 1 0
