Name	Probability	Cycle	Input_1	Input_2	Input_3	Input_4	Input_5	Output
X197	0.83343677	5	1 0 1 0 1	0 1 1 1 1	1 1 0 0 0	0 0 0 1 1	0 1 1 1 1	0 1 1 1 1
X198	0.901658381	5	1 1 1 1 0	1 0 1 1 0	1 1 1 1 0	1 1 0 0 0	1 1 0 0 1	1 1 1 1 0
X199	0.998357675	5	1 1 1 1 0	0 1 0 0 1	0 1 1 1 0	1 1 1 0 1	1 0 1 1 1	1 1 1 1 1
X200	0.990555785	5	1 0 0 1 0	1 1 0 1 1	0 1 0 0 1	0 1 0 0 0	1 1 1 1 1	1 1 0 1 1
X201	0.897326979	5	0 0 1 0 0	1 0 1 0 1	0 1 1 1 0	0 0 0 1 0	0 1 0 0 1	0 0 1 0 0
X202	0.091372353	5	0 0 0 0 0	0 0 1 0 1	1 1 1 1 1	1 0 1 0 1	1 0 0 1 0	1 0 1 0 1
X203	0.565615923	5	0 1 0 0 0	1 0 0 1 0	1 0 1 1 1	1 1 1 0 0	0 1 1 0 0	1 1 1 0 0
X204	0.071997442	5	0 0 0 1 0	0 0 0 1 1	0 0 0 1 1	0 0 0 0 0	0 0 0 1 1	0 0 0 1 1
X205	0.164931411	5	1 1 0 1 1	1 0 1 0 1	0 0 1 0 1	1 0 0 1 0	0 0 1 0 1	1 0 1 0 1
X206	0.003199688	5	1 0 0 0 1	0 1 0 0 0	1 1 0 0 1	0 0 0 0 0	1 0 1 0 1	1 0 0 0 1
X207	0.877288673	5	1 1 0 1 0	0 0 1 0 0	0 1 0 1 1	1 1 1 1 1	1 0 1 1 1	1 1 1 1 1
X208	0.053238501	5	1 0 0 1 1	1 1 0 0 0	0 1 0 1 1	1 1 0 0 0	0 1 1 1 1	1 1 0 1 1
X209	0.102791837	5	0 0 0 1 0	1 1 0 1 1	1 0 1 1 0	0 1 1 1 1	1 1 1 1 0	1 1 1 1 0
X210	0.917300156	5	0 0 1 0 0	1 1 0 0 1	0 0 0 1 1	1 0 1 0 1	1 1 1 1 1	1 0 1 0 1
X211	0.25695473	5	0 0 0 1 1	1 1 1 0 1	0 1 0 0 0	1 0 0 0 1	1 0 0 0 0	1 0 0 0 1
X212	0.268635041	5	1 0 0 1 1	1 0 0 1 0	1 0 1 1 1	1 0 0 1 1	1 0 0 0 0	1 0 0 1 1
X213	0.441473297	5	1 1 1 1 1	0 1 1 0 0	0 1 0 1 1	1 1 1 1 0	0 0 0 0 0	0 1 1 1 0
X214	0.622220122	5	1 0 0 0 1	0 0 1 1 0	1 1 0 0 1	1 1 1 1 0	1 0 1 0 1	1 0 1 0 1
X215	0.210015487	5	1 0 0 0 0	0 0 1 1 1	1 1 0 1 0	1 1 1 1 0	0 1 1 0 0	1 1 1 1 0
X216	0.340118023	5	0 0 0 1 1	1 1 0 0 0	1 1 0 1 1	1 1 1 1 1	0 0 1 0 0	1 1 0 1 1
X217	0.76808019	5	0 1 1 1 1	0 1 1 0 0	1 0 1 0 0	1 0 0 0 0	0 0 0 0 1	0 0 1 0 0
X218	0.145313542	5	0 1 0 1 0	0 1 1 1 1	0 0 0 1 1	1 0 1 0 1	1 0 0 1 1	0 0 0 1 1
X219	0.781732634	5	1 1 1 1 1	1 1 0 0 1	1 1 1 0 0	1 0 1 0 1	1 1 1 1 0	1 1 1 0 1
X220	0.674198574	5	1 0 0 1 0	1 1 1 0 1	1 1 0 1 0	0 0 1 1 0	1 1 1 0 1	1 1 1 1 0
X221	0.120037442	5	0 0 0 1 1	0 1 1 1 0	0 1 0 0 1	1 0 1 1 1	0 0 1 1 1	0 0 1 1 1
X222	0.745565894	5	0 1 1 0 0	0 0 0 1 1	1 0 0 1 1	0 1 1 1 1	1 1 1 1 0	0 1 1 1 1
X223	0.314141454	5	0 1 1 1 1	0 0 0 0 0	1 1 1 1 0	1 0 1 0 0	1 0 0 1 0	1 0 1 1 0
X224	0.942335407	5	0 1 0 1 0	0 1 0 0 0	0 1 1 0 1	0 0 0 0 0	0 1 0 1 0	0 1 0 0 0
X225	0.021376535	5	0 0 0 0 0	0 0 1 0 0	1 0 1 1 0	0 1 0 0 0	1 0 1 0 1	0 0 1 0 0
X226	0.142983992	5	0 1 0 0 1	0 1 1 0 1	0 0 0 0 0	0 0 1 1 0	0 1 1 0 1	0 1 1 0 1
X227	0.487663522	5	0 0 1 0 1	0 0 0 0 0	1 0 1 0 1	1 0 0 0 0	0 1 0 1 0	0 0 0 0 0
X228	0.621607313	5	0 0 1 1 0	1 0 1 0 1	1 1 1 0 0	0 1 1 0 1	0 1 0 1 1	0 1 1 0 1
X229	0.08971902	5	1 1 1 0 1	1 0 1 1 0	1 0 1 0 0	1 0 1 0 1	1 0 0 0 1	1 0 1 0 1
X230	0.87579327	5	1 0 0 1 0	1 1 1 1 1	1 1 1 1 0	1 0 1 1 0	0 0 1 0 0	1 0 1 1 0
X231	0.963924273	5	1 1 0 1 0	1 0 1 0 1	0 0 0 1 1	1 1 0 0 1	0 1 1 1 1	1 1 0 1 1
X232	0.811976895	5	0 0 0 0 0	1 1 1 1 0	0 1 1 1 0	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0
X233	0.727708147	5	0 0 1 0 0	1 0 1 1 0	1 0 1 1 1	1 0 1 0 1	1 1 0 0 0	1 0 1 0 0
X234	0.227612572	5	1 1 0 1 1	0 1 1 1 0	0 1 1 0 1	0 0 1 1 1	1 0 1 0 1	0 1 1 1 1
X235	0.787552734	5	0 0 1 0 1	1 0 1 0 0	1 1 1 0 0	0 1 0 1 1	0 0 1 1 1	0 0 1 0 1
X236	0.994966686	5	1 1 1 1 1	0 0 0 1 0	1 0 1 1 1	1 0 0 1 1	0 0 0 0 1	1 0 0 1 1
X237	0.673676033	5	1 1 1 0 1	1 1 1 0 1	1 0 1 1 0	1 1 1 0 0	0 1 1 0 0	1 1 1 0 0
X238	0.825613621	5	1 1 1 0 0	0 1 0 1 0	0 0 1 1 0	0 0 0 1 0	1 1 1 1 1	0 1 1 1 0
X239	0.312833826	5	0 0 1 0 0	0 0 1 0 1	1 0 1 1 0	1 1 0 1 1	0 1 1 1 0	0 0 1 1 0
X240	0.256114308	5	0 1 1 0 0	1 0 0 0 0	0 0 1 1 1	1 0 0 0 0	1 0 1 1 1	1 0 1 0 0
X241	0.544930657	5	1 1 0 0 1	0 0 1 0 0	0 1 0 0 1	0 1 1 0 1	1 0 0 0 1	0 1 0 0 1
X242	0.494595866	5	0 1 1 0 1	1 0 1 0 0	1 1 1 1 1	1 1 1 1 1	1 1 0 0 1	1 1 1 0 1
X243	0.730233471	5	1 0 0 0 1	1 1 0 1 0	1 0 1 1 1	1 0 0 0 1	0 0 0 0 1	1 0 0 0 1
X244	0.553503825	5	1 1 1 1 1	1 1 1 1 1	1 1 0 0 1	0 0 0 1 0	0 0 1 1 1	1 1 1 1 1
X245	0.533983355	5	0 1 0 1 0	0 0 1 0 0	0 0 0 0 1	1 1 1 1 1	1 1 1 0 1	0 1 1 0 1
X246	0.042632576	5	1 0 1 0 0	0 0 0 1 0	1 0 0 0 1	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0
X247	0.028937704	5	1 1 0 1 1	0 1 0 1 0	0 0 0 0 1	0 1 1 0 0	0 0 1 1 1	0 1 0 1 1
X248	0.738078217	5	0 1 1 1 1	1 1 1 0 1	0 0 1 0 0	0 0 0 1 1	1 0 1 1 1	0 0 1 1 1
X249	0.128192695	5	1 0 0 0 1	0 0 1 0 0	0 0 0 0 1	0 0 1 1 0	0 0 1 0 0	0 0 1 0 0
X250	0.568480195	5	1 0 0 1 1	1 1 0 1 1	0 1 1 1 1	1 1 1 0 1	1 1 1 0 1	1 1 1 1 1
X251	0.845888667	5	0 1 0 0 0	1 0 1 1 1	1 1 0 0 0	1 0 0 1 1	1 1 1 1 0	1 1 0 1 0
X252	0.296605214	5	1 0 1 1 0	0 0 1 0 0	1 0 1 1 1	0 1 0 0 0	0 1 0 1 0	0 0 1 1 0
X253	0.575347556	5	1 1 0 0 1	0 0 1 0 0	0 0 0 0 0	0 1 0 1 0	0 1 0 0 0	0 1 0 0 0
X254	0.421870823	5	0 1 1 0 0	0 1 0 1 0	1 1 1 1 0	1 1 1 1 1	0 0 0 0 1	0 1 1 1 0
X255	0.021640882	5	0 1 0 0 1	1 1 1 1 1	1 1 1 0 0	0 0 0 1 1	1 1 0 0 1	1 1 0 0 1
X256	0.747222944	5	1 0 1 0 0	0 1 0 0 0	0 0 1 1 0	0 0 1 0 0	1 0 0 1 0	0 0 1 0 0
X257	0.432476185	5	1 1 0 0 1	1 1 1 1 0	1 1 1 1 0	0 0 1 1 0	0 1 0 1 1	1 1 1 1 0
X258	0.938522265	5	0 1 0 1 1	1 1 1 0 0	0 0 1 0 0	1 1 1 1 1	1 0 0 0 1	1 1 1 0 1
X259	0.64582527	5	1 0 0 1 1	0 1 0 0 1	0 0 1 1 0	0 0 1 0 1	0 1 1 1 1	0 0 1 1 1
X260	0.405356943	5	0 0 1 0 1	1 1 1 0 0	1 1 0 0 0	0 1 1 0 1	0 1 1 1 1	0 1 1 0 1
X261	0.001282072	5	1 0 0 1 1	1 0 0 0 1	0 0 1 1 0	0 1 0 0 0	1 0 0 1 0	1 0 0 1 0
X262	0.648366684	5	0 0 0 0 1	1 0 1 1 0	0 0 0 0 0	1 0 1 1 0	1 0 0 1 1	1 0 0 1 0
X263	0.252165389	5	0 0 1 0 0	0 1 0 1 0	1 0 1 0 1	1 0 0 1 1	0 0 1 0 0	0 0 1 0 0
X264	0.958220723	5	1 1 1 0 1	1 0 0 0 1	1 1 0 1 0	1 0 0 1 1	1 1 0 0 0	1 1 0 0 1
X265	0.805799071	5	1 1 0 0 0	0 1 1 0 1	1 1 0 1 1	0 0 1 1 1	1 1 1 0 1	1 1 1 0 1
X266	0.277368728	5	0 0 0 0 0	1 1 0 1 1	1 0 1 1 0	1 0 1 1 1	0 1 0 1 1	1 0 0 1 1
X267	0.093561639	5	1 1 0 1 0	1 1 1 1 1	0 0 1 0 1	0 0 1 1 1	1 1 0 0 1	1 1 1 1 1
X268	0.301610999	5	0 1 0 0 0	1 0 0 1 0	1 0 0 1 1	0 0 0 1 0	0 1 0 0 0	0 0 0 1 0
X269	0.385851236	5	0 1 0 1 1	0 0 0 0 1	0 1 0 0 0	1 1 0 0 0	1 1 0 1 1	0 1 0 0 1
X270	0.200503286	5	0 0 1 1 0	1 0 0 0 1	1 1 1 1 0	1 1 1 0 1	0 0 1 1 0	1 0 1 1 0
X271	0.21827336	5	0 0 1 0 1	0 0 0 1 1	0 1 1 1 0	1 1 1 0 0	0 0 0 0 1	0 0 1 0 1
X272	0.00914324	5	1 1 1 0 1	0 1 1 1 1	1 1 1 1 0	1 1 0 0 0	1 1 1 0 1	1 1 1 0 1
X273	0.443945458	5	0 0 0 0 0	1 1 1 1 0	1 1 0 0 0	0 0 1 1 1	0 0 0 0 0	0 0 0 0 0
X274	0.198356733	5	1 1 0 0 0	1 1 0 0 0	0 1 1 0 1	1 0 1 0 1	1 0 1 1 1	1 1 1 0 1
X275	0.761911879	5	0 0 1 1 1	0 0 0 1 0	1 1 1 1 1	0 0 1 0 1	0 0 0 1 1	0 0 1 1 1
X276	0.601933663	5	0 1 1 1 1	0 1 0 0 1	0 1 1 0 1	1 1 0 0 1	1 0 0 0 0	0 1 0 0 1
X277	0.146527968	5	1 0 1 1 1	0 1 1 0 1	0 1 0 0 1	1 1 0 0 1	1 1 0 0 0	1 1 0 0 1
X278	0.625792485	5	1 1 0 1 1	1 0 0 0 1	1 1 0 0 1	1 1 1 1 1	0 1 0 0 1	1 1 0 0 1
X279	0.55783366	5	0 1 1 0 0	1 1 0 0 0	0 0 1 1 1	1 0 0 1 1	0 0 0 1 0	0 0 0 1 0
X280	0.690668697	5	1 0 0 1 1	1 1 1 1 0	0 0 1 0 0	1 0 0 1 1	0 1 1 0 1	1 0 1 1 1
X281	0.35261617	5	0 0 0 0 0	0 0 0 1 1	1 0 0 1 1	0 1 0 1 0	1 0 1 1 1	0 0 0 1 1
X282	0.533076392	5	1 1 1 0 0	1 0 0 0 1	0 0 0 1 1	0 0 1 1 0	0 0 1 0 0	0 0 1 0 0
X283	0.607728282	5	0 1 1 1 1	1 0 1 0 1	0 1 0 0 0	1 0 0 0 1	0 1 1 0 1	0 1 1 0 1
X284	0.48137519	5	1 0 1 1 0	1 1 0 0 0	1 0 1 1 0	0 1 0 0 1	0 0 0 1 1	1 0 0 1 0
X285	0.163795343	5	0 1 1 0 1	0 0 1 0 0	1 1 0 0 0	0 1 1 1 0	1 0 1 1 1	0 1 1 0 0
X286	0.226104034	5	0 0 1 0 0	1 0 1 1 1	0 0 1 0 1	0 1 1 1 0	1 0 1 1 0	0 0 1 1 0
X287	0.109409242	5	1 0 0 0 0	1 0 1 0 0	0 0 0 0 0	0 1 0 1 1	1 1 1 0 1	1 0 0 0 0
X288	0.853009945	5	1 0 0 1 0	0 0 0 0 1	1 1 1 0 0	1 0 0 1 1	1 1 1 0 0	1 0 0 0 0
X289	0.622432806	5	0 0 1 1 0	1 1 0 0 0	0 1 1 0 0	1 0 0 0 1	1 1 0 1 1	1 1 0 0 0
X290	0.659870285	5	0 1 1 1 1	0 0 1 0 1	0 0 1 0 1	0 0 0 0 0	0 0 1 1 1	0 0 1 0 1
X291	0.480757061	5	1 1 1 0 0	1 1 0 0 0	0 0 1 1 1	0 1 0 1 1	1 1 1 0 0	1 1 1 0 0
X292	0.11822642	5	0 0 0 0 1	1 1 0 1 1	0 1 1 0 0	1 1 1 0 0	1 1 0 0 0	1 1 0 0 0
X293	0.955563906	5	0 0 0 0 1	0 1 1 0 1	0 1 0 1 0	0 1 0 1 0	1 0 1 0 1	0 1 0 0 1
X294	0.8690717	5	0 1 1 0 0	1 1 1 0 1	0 1 1 1 1	1 1 1 0 1	0 0 1 0 0	0 1 1 0 1
X295	0.524191166	5	0 1 0 0 0	0 1 1 1 0	0 0 0 0 0	0 1 1 0 0	1 1 1 0 1	0 1 1 0 0
X296	0.539674659	5	0 1 0 0 0	1 0 0 0 0	1 1 1 0 1	1 1 1 1 0	1 1 1 1 1	1 1 1 0 0
X297	0.382775261	5	1 0 0 0 0	1 0 0 1 0	1 0 0 0 0	1 0 1 0 1	0 0 1 1 1	1 0 0 0 0
X298	0.945327236	5	0 1 0 1 0	0 0 1 1 0	0 0 1 0 1	0 0 1 0 0	1 0 1 1 1	0 0 1 1 0
X299	0.217078251	5	0 0 1 1 0	1 0 0 0 1	0 0 0 1 0	1 0 0 0 1	1 1 0 1 1	1 0 0 1 1
X300	0.850356971	5	0 1 1 1 1	1 0 0 0 1	0 1 0 0 1	0 1 0 1 0	0 0 0 0 0	0 1 0 0 1
X301	0.539407608	5	1 1 0 0 0	1 0 0 1 0	0 1 1 1 0	0 0 1 0 1	0 1 0 0 0	0 1 0 0 0
X302	0.581594265	5	0 1 0 0 0	0 0 1 0 1	1 0 1 1 0	0 0 1 0 0	0 0 1 1 1	0 0 1 0 0
X303	0.650559912	5	0 1 1 0 0	1 0 0 1 0	1 1 1 0 0	1 0 1 1 0	0 0 1 1 0	1 0 1 1 0
X304	0.407886613	5	1 1 1 0 0	1 1 1 0 0	1 1 1 0 1	0 0 0 0 1	1 1 1 1 1	1 1 1 0 1
X305	0.912618416	5	1 1 0 0 0	0 0 0 1 1	1 0 1 0 1	0 0 1 1 1	0 0 1 1 0	0 0 1 1 1
X306	0.778336938	5	0 1 1 1 0	1 0 1 0 0	1 1 0 0 0	0 1 1 0 0	0 1 0 0 1	0 1 1 0 0
X307	0.478609586	5	1 0 0 0 0	0 0 1 0 0	0 1 1 1 1	1 1 0 1 0	1 0 0 0 1	1 0 0 0 0
X308	0.65245042	5	1 1 0 0 1	1 0 1 1 0	1 1 1 0 1	0 1 0 0 0	0 0 1 0 0	1 1 1 0 0
X309	0.481340308	5	1 1 0 1 0	0 1 1 1 1	0 0 1 0 1	0 0 1 0 0	1 1 1 1 0	0 1 1 1 0
X310	0.047394351	5	0 0 0 1 0	1 1 0 1 1	1 1 0 0 0	1 1 0 0 1	1 1 1 1 0	1 1 0 1 0
X311	0.746973088	5	1 1 0 0 0	0 0 0 1 0	0 1 1 1 1	0 0 0 0 0	0 1 1 1 1	0 1 0 1 0
X312	0.507803339	5	0 1 0 1 1	0 0 0 1 1	1 1 0 0 0	0 0 1 0 1	0 1 0 0 1	0 1 0 0 1
X313	0.722610272	5	0 0 1 1 0	0 1 0 0 1	1 1 1 0 1	1 0 0 1 1	1 0 0 0 1	1 0 0 0 1
X314	0.731183755	5	0 1 1 1 1	1 1 1 1 1	1 0 0 1 1	0 0 0 1 1	1 1 1 0 0	1 1 1 1 1
X315	0.062571647	5	0 0 1 0 1	0 0 0 1 0	0 1 1 1 0	1 1 1 0 0	0 0 1 1 0	0 0 1 1 0
X316	0.458043447	5	0 0 0 1 1	1 0 0 1 1	1 0 0 0 1	1 1 0 1 0	0 0 0 0 0	1 0 0 1 1
X317	0.466133341	5	0 0 1 1 1	0 1 1 0 0	0 0 1 1 1	0 1 1 0 1	0 0 0 0 0	0 0 1 0 1
X318	0.305912702	5	1 1 1 1 0	1 1 0 1 0	1 1 0 1 1	1 0 1 0 1	1 0 0 0 1	1 1 0 1 1
X319	0.196101296	5	0 1 0 1 0	0 0 0 1 1	1 1 0 0 1	0 1 1 0 0	0 0 0 1 1	0 1 0 1 1
X320	0.157177567	5	1 1 1 1 0	1 1 0 0 1	1 1 0 0 1	1 1 1 1 1	1 0 1 1 0	1 1 1 1 1
X321	0.777744482	5	0 0 1 1 0	1 1 0 1 0	0 1 1 0 0	0 0 0 1 1	1 0 1 1 1	0 0 1 1 0
X322	0.697781382	5	0 0 1 1 0	0 0 0 0 1	0 1 1 1 1	0 1 0 0 0	0 0 1 0 0	0 0 1 0 0
X323	0.802273779	5	0 1 0 0 0	1 0 1 0 0	1 1 1 0 0	1 0 0 0 0	0 1 1 0 1	1 1 1 0 0
X324	0.16938981	5	0 0 0 1 0	1 1 0 1 1	0 1 0 1 0	1 1 0 0 0	0 1 0 1 0	0 1 0 1 0
X325	0.821003906	5	0 1 0 1 1	0 1 0 0 0	0 1 0 0 0	0 0 1 0 1	0 1 0 0 1	0 1 0 0 1
X326	0.719038873	5	0 0 1 0 0	1 1 1 1 0	1 0 0 0 0	0 1 1 1 1	0 0 1 0 0	0 0 1 0 0
X327	0.454149059	5	0 0 0 1 0	1 0 0 1 0	1 1 1 0 0	1 1 0 0 0	0 0 0 1 1	1 0 0 1 0
X328	0.062006609	5	1 1 1 0 1	0 0 0 0 0	0 0 1 0 1	0 0 0 0 1	0 1 0 0 0	0 0 0 0 1
X329	0.88785192	5	1 0 1 1 1	0 1 1 0 1	1 0 0 1 1	0 1 0 0 0	0 1 0 0 0	0 1 0 0 1
X330	0.561219562	5	1 0 1 1 0	0 1 0 0 1	0 1 0 1 1	1 0 0 0 1	1 1 1 1 1	1 1 0 1 1
X331	0.604424789	5	0 1 1 0 0	1 1 1 0 0	0 0 0 0 1	1 0 0 1 0	0 1 0 0 0	0 1 0 0 0
X332	0.013371182	5	1 0 1 1 1	0 0 0 0 0	0 0 1 0 1	1 0 1 1 0	1 0 1 0 1	1 0 1 0 1
X333	0.890949392	5	0 0 1 1 1	1 1 1 0 0	1 1 1 0 0	1 0 0 1 1	0 1 1 0 1	1 1 1 0 1
X334	0.516682293	5	0 1 1 0 1	0 0 0 1 1	1 0 0 0 1	1 1 0 1 0	0 0 1 0 1	0 0 0 0 1
X335	0.033683561	5	0 0 0 1 1	1 1 1 0 1	0 1 0 1 0	1 0 1 0 0	0 1 0 1 1	0 1 0 1 1
X336	0.407218543	5	0 0 0 1 0	0 1 1 0 1	0 1 1 1 1	0 1 1 0 0	0 0 0 1 0	0 1 1 1 0
X337	0.436189084	5	0 1 1 1 1	0 0 0 0 0	1 0 1 0 1	0 1 1 1 1	0 0 0 1 1	0 0 1 1 1
X338	0.790221149	5	0 0 0 1 0	0 0 0 0 1	1 0 1 1 0	1 0 1 0 0	1 0 0 1 0	1 0 0 1 0
X339	0.453658193	5	0 1 1 1 1	0 1 0 0 0	1 1 0 0 0	0 0 0 0 1	0 1 0 0 0	0 1 0 0 0
X340	0.081262765	5	0 1 1 0 1	0 0 1 1 0	0 1 0 1 0	1 0 1 0 1	1 1 0 1 0	0 1 1 1 0
X341	0.801186723	5	1 1 1 0 0	0 1 0 1 0	0 1 0 1 0	0 0 1 0 0	1 0 1 0 1	0 1 1 0 0
X342	0.548051813	5	1 1 1 1 0	0 0 1 1 0	1 1 0 1 1	0 0 0 1 1	1 0 0 0 0	1 0 0 1 0
X343	0.498028177	5	1 1 0 1 0	1 1 0 0 1	0 1 0 0 0	1 1 0 1 0	0 1 1 0 0	1 1 0 0 0
X344	0.230472493	5	1 0 0 1 0	0 1 0 1 0	0 1 1 0 1	1 0 1 1 1	1 1 0 1 0	1 1 0 1 0
X345	0.423014119	5	1 1 0 1 0	1 1 1 0 1	0 1 1 1 1	1 0 0 1 0	1 0 1 1 1	1 1 1 1 1
X346	0.519539861	5	1 0 0 0 0	1 0 0 0 0	0 1 0 1 1	0 0 1 1 0	0 1 0 1 0	0 0 0 1 0
X347	0.444269463	5	0 0 0 1 1	0 0 0 1 1	0 0 0 1 1	0 0 0 0 0	1 1 0 0 0	0 0 0 1 1
X348	0.56796816	5	1 1 1 1 1	1 1 1 1 1	0 1 1 0 0	1 1 0 1 0	1 1 0 0 1	1 1 1 1 1
X349	0.983200868	5	0 0 1 1 1	0 0 1 0 0	0 0 0 1 0	0 0 0 0 1	0 0 1 0 1	0 0 1 0 1
X350	0.910914263	5	0 1 0 1 1	1 1 0 1 1	1 1 1 0 1	1 0 0 0 0	0 1 1 1 1	1 1 0 1 1
X351	0.758274307	5	0 1 0 0 0	0 0 0 0 0	0 1 1 0 0	0 0 0 0 1	1 1 0 0 0	0 1 0 0 0
X352	0.965497715	5	1 0 0 0 1	1 0 0 0 1	1 1 1 1 1	0 0 0 1 1	0 0 1 0 0	1 0 0 0 1
X353	0.378281442	5	0 0 1 0 1	1 1 1 0 0	0 1 0 1 0	1 1 1 0 1	1 0 1 1 0	1 1 1 0 0
X354	0.259060563	5	1 0 1 1 1	0 0 0 0 0	0 0 0 1 1	1 0 1 0 1	0 1 1 0 1	0 0 1 0 1
X355	0.002950483	5	0 0 0 1 1	0 1 0 0 1	1 0 1 1 1	0 1 1 0 1	0 1 1 1 1	0 1 1 1 1
X356	0.944389148	5	1 1 1 1 0	1 1 0 0 0	1 1 0 0 0	1 0 0 0 0	0 1 1 0 1	1 1 0 0 0
X357	0.864980169	5	0 0 0 1 0	0 1 1 1 1	0 1 1 1 0	1 1 1 0 0	1 1 1 0 0	0 1 1 1 0
X358	0.794555192	5	1 0 1 1 0	0 0 1 1 1	0 1 1 1 1	1 0 0 0 0	1 1 0 1 0	1 0 1 1 0
X359	0.22719631	5	0 0 0 0 0	1 0 1 0 1	1 0 1 0 0	1 1 0 1 0	0 0 0 1 1	1 0 0 0 0
X360	0.840695326	5	1 1 0 1 0	0 1 1 1 1	1 1 1 0 0	1 0 1 0 0	1 0 0 0 1	1 1 1 0 0
X361	0.765195703	5	0 1 0 0 0	0 1 1 1 0	1 1 0 1 0	0 0 0 0 1	1 1 1 0 1	0 1 0 0 0
X362	0.833659798	5	1 0 1 0 0	1 1 0 1 0	0 0 0 1 0	0 0 0 0 1	0 1 0 0 1	0 0 0 0 0
X363	0.273548655	5	0 0 0 1 0	0 1 1 1 0	1 0 1 0 1	1 0 0 1 1	0 1 1 0 0	0 0 1 1 0
X364	0.126575303	5	1 1 0 1 1	0 1 0 0 0	0 0 1 1 1	0 0 1 0 1	0 1 1 0 0	0 1 1 0 1
X365	0.519702279	5	1 0 1 0 1	1 1 1 0 0	0 0 1 1 0	1 0 1 0 0	1 1 0 0 0	1 0 1 0 0
X366	0.922762347	5	0 1 0 0 1	1 0 1 0 1	1 0 1 1 0	0 1 0 1 0	0 1 1 0 0	0 1 1 0 0
X367	0.061105326	5	0 0 1 1 1	0 0 0 1 0	0 1 1 1 1	0 0 1 0 1	1 0 0 0 0	0 0 1 1 1
X368	0.307942202	5	0 0 0 0 1	0 1 0 1 1	0 1 1 1 1	0 1 1 1 0	1 0 1 0 0	0 1 1 1 1
X369	0.480810874	5	0 1 1 0 1	1 1 0 0 1	0 0 0 1 0	0 1 0 0 0	0 0 0 0 0	0 1 0 0 0
X370	0.72779756	5	1 1 1 0 0	1 1 1 1 0	0 0 1 1 0	1 1 1 1 1	0 1 1 1 0	1 1 1 1 0
X371	0.252147862	5	0 1 1 0 0	1 1 1 0 1	1 0 1 0 1	0 0 0 0 0	0 0 1 1 1	0 0 1 0 1
X372	0.854790003	5	0 0 1 0 1	1 0 0 0 1	0 0 0 1 1	0 0 1 0 1	1 0 0 0 0	0 0 0 0 1
X373	0.377023098	5	0 0 1 1 1	0 1 1 0 0	0 1 1 1 1	1 0 1 1 1	0 0 1 1 0	0 0 1 1 1
X374	0.142625759	5	0 1 0 0 1	0 1 0 0 1	1 0 1 1 0	0 1 0 0 1	0 1 0 1 1	0 1 0 0 1
X375	0.941391184	5	1 0 1 1 1	1 0 0 0 1	0 1 0 1 0	0 1 0 1 1	0 1 1 1 1	0 1 0 1 1
X376	0.798862257	5	0 1 0 1 1	1 1 1 0 1	1 0 0 1 1	0 1 1 1 0	0 0 1 1 1	0 1 1 1 1
X377	0.810228465	5	1 1 0 1 0	0 1 0 0 1	0 1 0 1 0	0 0 0 0 1	0 1 1 0 0	0 1 0 0 0
X378	0.119824953	5	0 1 0 1 1	1 0 0 1 1	0 1 0 1 0	0 0 0 1 1	1 0 1 1 1	0 0 0 1 1
X379	0.071098635	5	1 1 1 0 0	0 1 1 1 1	0 0 1 0 1	0 1 0 1 0	1 0 1 0 1	0 1 1 0 1
X380	0.255096626	5	0 0 1 1 1	0 1 0 0 0	1 0 1 1 1	0 0 1 0 1	1 1 1 0 0	0 0 1 0 1
X381	0.25692789	5	0 1 1 0 0	0 1 1 0 1	1 1 1 1 0	1 1 1 1 0	0 0 0 0 0	0 1 1 0 0
X382	0.946153032	5	0 1 0 1 0	0 1 1 0 1	0 0 1 0 0	1 1 0 1 1	1 0 0 1 1	0 1 0 1 1
X383	0.261349538	5	1 1 1 0 0	0 0 0 1 1	1 1 1 1 0	0 1 0 1 1	1 0 0 0 0	1 1 0 1 0
X384	0.146127514	5	0 1 1 1 1	1 0 1 1 1	0 1 1 0 1	1 1 0 1 1	0 1 0 0 1	0 1 1 1 1
X385	0.368553894	5	1 0 0 1 0	1 1 1 0 0	1 0 0 0 1	1 1 0 0 1	1 0 0 0 1	1 0 0 0 1
X386	0.596436712	5	1 0 0 1 1	0 1 1 0 1	1 0 0 0 0	0 1 0 0 0	0 0 1 0 0	0 0 0 0 0
X387	0.453159399	5	1 1 1 0 0	0 0 0 1 1	0 0 1 1 0	0 0 1 1 0	1 1 1 1 1	0 0 1 1 0
X388	0.311889733	5	0 1 1 1 1	1 0 1 1 0	1 1 0 1 1	0 0 1 1 1	0 0 1 0 0	0 0 1 1 1
X389	0.420310155	5	0 0 1 0 0	0 1 1 0 0	0 0 1 1 1	0 1 1 1 1	0 0 0 1 1	0 0 1 1 1
X390	0.601202609	5	1 0 1 1 1	0 0 0 0 0	0 1 1 0 1	0 1 1 0 0	1 0 0 0 0	0 0 1 0 0
X391	0.552230641	5	1 1 0 1 0	1 1 0 1 0	0 0 0 0 1	0 0 0 0 0	0 0 0 1 1	0 0 0 1 0
X392	0.174833116	5	0 0 1 0 1	1 0 1 1 1	1 1 1 1 1	0 1 0 1 1	0 0 1 1 0	0 0 1 1 1
